                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    911,                 1.1019,                 2.0558,                 1.0822,                 1.0853,                0.55326,                0.58217,                0.52533,                0.35933,                0.55212,                0.57158,                0.51502,                0.31151,                 1.0484,                  1.925,                0.99558,                 1.0623,               0.003994,               0.003994,               0.003994
                    912,                 1.1008,                 2.0516,                 1.0806,                 1.0841,                0.55401,                0.58122,                 0.5255,                0.35946,                0.55354,                0.57103,                0.51506,                0.31155,                 1.0483,                 1.9249,                0.99546,                 1.0622,              0.0039874,              0.0039874,              0.0039874
                    913,                 1.1025,                 2.0552,                 1.0816,                 1.0848,                0.55275,                0.58259,                0.52555,                0.35949,                0.55312,                0.57073,                0.51519,                0.31174,                 1.0483,                 1.9247,                0.99542,                 1.0623,              0.0039808,              0.0039808,              0.0039808
                    914,                 1.0964,                 2.0496,                 1.0807,                 1.0833,                0.55371,                0.58168,                 0.5256,                0.35964,                0.55179,                0.57214,                0.51539,                0.31177,                 1.0483,                 1.9247,                0.99536,                 1.0622,              0.0039742,              0.0039742,              0.0039742
                    915,                 1.0968,                 2.0464,                 1.0784,                 1.0823,                0.55336,                0.58191,                0.52564,                0.35971,                0.55261,                0.57124,                0.51546,                0.31177,                 1.0483,                 1.9247,                0.99524,                 1.0622,              0.0039676,              0.0039676,              0.0039676
                    916,                 1.1013,                 2.0551,                 1.0774,                 1.0844,                0.55237,                0.58302,                0.52552,                 0.3597,                0.55151,                0.57227,                0.51544,                0.31178,                 1.0482,                 1.9246,                 0.9952,                 1.0621,               0.003961,               0.003961,               0.003961
                    917,                 1.0999,                 2.0533,                 1.0816,                 1.0837,                0.55263,                0.58184,                 0.5254,                0.35965,                0.55075,                0.57317,                0.51523,                0.31186,                 1.0481,                 1.9246,                0.99518,                 1.0621,              0.0039544,              0.0039544,              0.0039544
                    918,                 1.0981,                 2.0476,                 1.0774,                 1.0831,                 0.5518,                0.58253,                0.52557,                0.35957,                0.55061,                0.57326,                0.51525,                0.31204,                 1.0479,                 1.9242,                0.99517,                  1.062,              0.0039478,              0.0039478,              0.0039478
                    919,                 1.0987,                 2.0491,                 1.0763,                 1.0817,                0.55207,                0.58291,                0.52574,                0.35963,                0.55032,                0.57299,                0.51517,                  0.312,                 1.0479,                 1.9241,                0.99503,                 1.0619,              0.0039412,              0.0039412,              0.0039412
                    920,                 1.1016,                 2.0537,                 1.0784,                 1.0833,                0.55195,                 0.5829,                0.52572,                0.35958,                0.55092,                0.57306,                0.51522,                0.31203,                  1.048,                 1.9241,                0.99505,                  1.062,              0.0039346,              0.0039346,              0.0039346
                    921,                 1.0991,                 2.0469,                 1.0784,                 1.0844,                0.55312,                0.58234,                0.52589,                0.35967,                0.55171,                0.57268,                0.51512,                0.31192,                  1.048,                 1.9241,                0.99495,                  1.062,               0.003928,               0.003928,               0.003928
                    922,                 1.0996,                 2.0469,                 1.0784,                 1.0845,                0.55399,                0.58196,                0.52589,                 0.3598,                0.55118,                 0.5727,                0.51517,                0.31207,                 1.0478,                 1.9241,                0.99486,                  1.062,              0.0039214,              0.0039214,              0.0039214
                    923,                 1.0985,                 2.0525,                 1.0796,                 1.0836,                0.55344,                0.58234,                0.52594,                0.35987,                 0.5524,                0.57153,                0.51521,                0.31205,                  1.048,                 1.9241,                0.99488,                  1.062,              0.0039148,              0.0039148,              0.0039148
                    924,                 1.1014,                 2.0551,                 1.0785,                 1.0841,                0.55361,                0.58298,                0.52591,                0.35989,                0.55123,                0.57318,                0.51538,                0.31217,                  1.048,                  1.924,                0.99486,                  1.062,              0.0039082,              0.0039082,              0.0039082
                    925,                 1.1014,                 2.0544,                 1.0796,                 1.0842,                0.55398,                0.58285,                0.52587,                 0.3598,                0.55189,                0.57321,                0.51508,                0.31203,                 1.0479,                 1.9239,                0.99484,                  1.062,              0.0039016,              0.0039016,              0.0039016
                    926,                  1.101,                 2.0505,                 1.0786,                 1.0852,                0.55395,                 0.5831,                0.52609,                0.35993,                0.55166,                0.57354,                0.51523,                0.31217,                 1.0479,                 1.9238,                0.99492,                  1.062,               0.003895,               0.003895,               0.003895
                    927,                 1.0982,                 2.0511,                  1.079,                 1.0837,                 0.5545,                 0.5827,                0.52599,                0.35993,                 0.5537,                0.57252,                 0.5153,                0.31214,                 1.0478,                 1.9239,                0.99497,                 1.0619,              0.0038884,              0.0038884,              0.0038884
                    928,                 1.1016,                 2.0537,                 1.0759,                 1.0844,                0.55543,                0.58128,                0.52612,                0.35986,                0.55369,                0.57234,                0.51522,                0.31211,                 1.0478,                  1.924,                  0.995,                  1.062,              0.0038818,              0.0038818,              0.0038818
                    929,                 1.1007,                 2.0553,                 1.0777,                 1.0838,                0.55606,                0.58113,                0.52611,                0.35993,                0.55414,                0.57205,                0.51531,                0.31221,                 1.0478,                 1.9243,                0.99492,                  1.062,              0.0038752,              0.0038752,              0.0038752
                    930,                 1.0971,                 2.0472,                 1.0784,                 1.0828,                0.55732,                0.58076,                0.52623,                   0.36,                0.55488,                0.57212,                0.51527,                0.31206,                 1.0477,                 1.9243,                0.99491,                 1.0621,              0.0038686,              0.0038686,              0.0038686
                    931,                 1.0983,                 2.0499,                   1.08,                 1.0839,                0.55716,                 0.5813,                0.52602,                0.36008,                0.55491,                0.57188,                0.51528,                0.31205,                 1.0479,                  1.924,                0.99488,                 1.0621,               0.003862,               0.003862,               0.003862
                    932,                  1.097,                  2.049,                 1.0789,                 1.0833,                0.55862,                0.58007,                0.52624,                 0.3602,                0.55647,                0.57003,                0.51554,                0.31209,                  1.048,                 1.9241,                0.99492,                 1.0621,              0.0038554,              0.0038554,              0.0038554
                    933,                 1.0978,                 2.0478,                 1.0776,                 1.0834,                0.55844,                0.57991,                0.52622,                0.36016,                0.55693,                0.57013,                0.51559,                0.31227,                  1.048,                 1.9244,                0.99487,                 1.0621,              0.0038488,              0.0038488,              0.0038488
                    934,                 1.0982,                  2.046,                 1.0783,                 1.0835,                 0.5591,                0.57999,                0.52639,                0.36022,                0.55581,                0.57093,                0.51558,                0.31225,                 1.0478,                 1.9243,                0.99471,                 1.0621,              0.0038422,              0.0038422,              0.0038422
                    935,                 1.0961,                 2.0429,                 1.0757,                  1.083,                0.55886,                0.57965,                0.52645,                0.36023,                0.55538,                0.57188,                0.51568,                0.31244,                 1.0478,                 1.9243,                0.99465,                  1.062,              0.0038356,              0.0038356,              0.0038356
                    936,                 1.0987,                 2.0492,                 1.0793,                  1.083,                0.55897,                 0.5797,                 0.5265,                0.36009,                0.55517,                0.57179,                0.51566,                0.31231,                  1.048,                 1.9244,                0.99463,                 1.0621,               0.003829,               0.003829,               0.003829
                    937,                  1.098,                  2.048,                 1.0756,                 1.0846,                0.55831,                0.57942,                0.52655,                0.36016,                0.55686,                0.56998,                0.51571,                0.31239,                 1.0479,                 1.9243,                0.99456,                 1.0622,              0.0038224,              0.0038224,              0.0038224
                    938,                 1.0958,                 2.0437,                  1.074,                 1.0815,                0.55927,                0.57878,                 0.5265,                0.35998,                0.55696,                0.57019,                0.51573,                0.31239,                  1.048,                 1.9241,                0.99454,                 1.0622,              0.0038158,              0.0038158,              0.0038158
                    939,                 1.0966,                 2.0419,                 1.0769,                 1.0832,                 0.5598,                0.57881,                0.52671,                0.36014,                0.55797,                0.57023,                0.51594,                0.31254,                 1.0478,                  1.924,                 0.9945,                 1.0622,              0.0038092,              0.0038092,              0.0038092
                    940,                 1.0977,                  2.046,                  1.074,                 1.0827,                0.55991,                0.57876,                0.52657,                0.36015,                 0.5582,                0.56936,                0.51569,                0.31253,                 1.0478,                 1.9241,                0.99456,                  1.062,              0.0038026,              0.0038026,              0.0038026
                    941,                 1.1019,                 2.0582,                 1.0803,                 1.0836,                0.56053,                0.57752,                0.52653,                0.36024,                0.55892,                0.56821,                0.51548,                0.31254,                 1.0478,                 1.9239,                0.99469,                  1.062,               0.003796,               0.003796,               0.003796
                    942,                  1.096,                 2.0413,                 1.0729,                 1.0821,                0.56094,                0.57734,                0.52658,                0.36035,                0.55797,                0.56943,                0.51557,                0.31251,                 1.0478,                 1.9238,                0.99475,                  1.062,              0.0037894,              0.0037894,              0.0037894
                    943,                 1.0968,                  2.047,                 1.0757,                 1.0815,                0.55889,                0.57948,                0.52651,                 0.3604,                0.55863,                0.56845,                0.51564,                0.31261,                 1.0476,                 1.9239,                 0.9947,                 1.0619,              0.0037828,              0.0037828,              0.0037828
                    944,                 1.0968,                 2.0492,                 1.0768,                 1.0822,                0.55916,                0.57941,                0.52646,                0.36025,                 0.5581,                0.56808,                 0.5155,                0.31248,                 1.0475,                 1.9237,                0.99478,                 1.0618,              0.0037762,              0.0037762,              0.0037762
                    945,                    1.1,                 2.0485,                 1.0782,                 1.0842,                0.55998,                0.57966,                0.52674,                0.36038,                0.55865,                0.56959,                0.51581,                 0.3125,                 1.0475,                 1.9237,                0.99473,                 1.0618,              0.0037696,              0.0037696,              0.0037696
                    946,                 1.1004,                 2.0522,                 1.0775,                 1.0836,                0.55834,                0.58142,                0.52691,                0.36047,                0.55749,                0.56933,                0.51597,                0.31268,                 1.0475,                 1.9236,                0.99474,                 1.0618,               0.003763,               0.003763,               0.003763
                    947,                 1.0981,                 2.0478,                 1.0767,                 1.0828,                0.55773,                0.58076,                0.52673,                 0.3604,                0.55749,                0.56984,                0.51587,                0.31266,                 1.0476,                 1.9235,                0.99479,                 1.0618,              0.0037564,              0.0037564,              0.0037564
                    948,                 1.0973,                 2.0437,                 1.0711,                 1.0816,                0.55638,                0.58205,                0.52668,                 0.3605,                0.55646,                0.57009,                0.51556,                0.31258,                 1.0477,                 1.9237,                0.99478,                  1.062,              0.0037498,              0.0037498,              0.0037498
                    949,                 1.1008,                  2.055,                 1.0767,                 1.0835,                 0.5562,                0.58189,                0.52673,                 0.3606,                0.55589,                0.57128,                0.51583,                0.31266,                 1.0479,                 1.9236,                0.99474,                  1.062,              0.0037432,              0.0037432,              0.0037432
                    950,                 1.0964,                 2.0445,                 1.0757,                 1.0831,                0.55761,                0.58008,                0.52666,                0.36056,                0.55673,                0.57026,                0.51605,                0.31275,                 1.0477,                 1.9233,                0.99469,                 1.0619,              0.0037366,              0.0037366,              0.0037366
                    951,                 1.0972,                 2.0466,                 1.0779,                 1.0837,                0.55763,                0.58001,                 0.5267,                0.36047,                0.55807,                0.56908,                0.51612,                0.31266,                 1.0475,                 1.9233,                0.99463,                 1.0618,                0.00373,                0.00373,                0.00373
                    952,                 1.0972,                 2.0464,                 1.0757,                 1.0838,                0.55826,                0.57959,                0.52682,                 0.3605,                0.55852,                0.56872,                 0.5161,                0.31282,                 1.0476,                 1.9233,                0.99472,                 1.0618,              0.0037234,              0.0037234,              0.0037234
                    953,                 1.0986,                 2.0466,                 1.0774,                 1.0829,                 0.5574,                0.58013,                0.52685,                0.36046,                0.55689,                0.56989,                0.51603,                0.31266,                 1.0475,                 1.9233,                0.99466,                 1.0618,              0.0037168,              0.0037168,              0.0037168
                    954,                 1.0954,                 2.0464,                 1.0744,                 1.0817,                0.55706,                0.58024,                0.52677,                0.36039,                 0.5571,                0.56849,                0.51586,                0.31274,                 1.0474,                 1.9232,                0.99475,                 1.0617,              0.0037102,              0.0037102,              0.0037102
                    955,                  1.097,                 2.0436,                 1.0741,                 1.0821,                0.55676,                0.57986,                0.52672,                0.36022,                0.55689,                0.56859,                0.51579,                0.31261,                 1.0474,                 1.9232,                0.99476,                 1.0617,              0.0037036,              0.0037036,              0.0037036
                    956,                  1.094,                  2.043,                 1.0747,                 1.0813,                0.55615,                 0.5805,                0.52694,                0.36021,                0.55648,                0.56897,                0.51586,                0.31254,                 1.0475,                 1.9233,                0.99489,                 1.0617,               0.003697,               0.003697,               0.003697
                    957,                 1.0962,                 2.0441,                 1.0746,                 1.0814,                0.55544,                0.58007,                0.52674,                0.36011,                0.55647,                0.56982,                0.51606,                0.31262,                 1.0475,                 1.9232,                0.99483,                 1.0617,              0.0036904,              0.0036904,              0.0036904
                    958,                 1.0975,                 2.0496,                  1.076,                 1.0817,                0.55608,                0.57979,                0.52673,                0.36016,                 0.5549,                0.57007,                0.51601,                0.31274,                 1.0475,                 1.9232,                0.99481,                 1.0617,              0.0036838,              0.0036838,              0.0036838
                    959,                 1.0978,                 2.0498,                 1.0784,                 1.0822,                0.55531,                0.58021,                0.52655,                0.36007,                0.55487,                0.56996,                0.51585,                0.31257,                 1.0477,                 1.9232,                0.99489,                 1.0617,              0.0036772,              0.0036772,              0.0036772
                    960,                 1.0922,                 2.0369,                 1.0712,                 1.0816,                0.55619,                0.58028,                0.52679,                0.36018,                0.55522,                0.56972,                0.51598,                0.31267,                 1.0478,                 1.9234,                0.99491,                 1.0617,              0.0036706,              0.0036706,              0.0036706
                    961,                 1.0987,                 2.0441,                 1.0753,                 1.0829,                0.55607,                0.58058,                 0.5269,                0.36023,                0.55332,                0.57174,                0.51607,                0.31263,                 1.0477,                 1.9233,                0.99481,                 1.0617,               0.003664,               0.003664,               0.003664
                    962,                 1.0992,                 2.0452,                 1.0733,                 1.0823,                0.55623,                 0.5808,                 0.5269,                0.36023,                0.55388,                0.57128,                0.51601,                0.31254,                 1.0477,                 1.9233,                0.99485,                 1.0618,              0.0036574,              0.0036574,              0.0036574
                    963,                 1.0991,                 2.0463,                 1.0781,                 1.0825,                0.55662,                  0.581,                0.52675,                0.36014,                0.55528,                0.57009,                0.51588,                0.31256,                 1.0477,                 1.9231,                0.99488,                 1.0619,              0.0036508,              0.0036508,              0.0036508
                    964,                  1.093,                 2.0435,                 1.0711,                 1.0811,                0.55648,                0.58088,                0.52691,                0.36021,                0.55557,                0.57017,                0.51575,                0.31267,                 1.0477,                  1.923,                 0.9949,                 1.0619,              0.0036442,              0.0036442,              0.0036442
                    965,                 1.0954,                 2.0414,                 1.0707,                 1.0813,                0.55448,                0.58261,                0.52678,                0.36005,                0.55448,                0.57174,                0.51559,                0.31256,                 1.0478,                  1.923,                0.99487,                  1.062,              0.0036376,              0.0036376,              0.0036376
                    966,                 1.0987,                 2.0533,                 1.0756,                 1.0819,                0.55637,                0.58108,                0.52686,                0.36027,                0.55441,                0.57175,                0.51586,                0.31251,                 1.0478,                  1.923,                0.99478,                 1.0619,               0.003631,               0.003631,               0.003631
                    967,                 1.0986,                 2.0455,                 1.0758,                 1.0813,                0.55474,                0.58361,                0.52705,                 0.3604,                0.55476,                0.57224,                0.51614,                0.31244,                 1.0477,                 1.9229,                0.99478,                 1.0618,              0.0036244,              0.0036244,              0.0036244
                    968,                 1.0981,                 2.0476,                 1.0758,                 1.0826,                 0.5565,                0.58173,                0.52687,                 0.3602,                 0.5545,                0.57212,                0.51603,                0.31248,                 1.0479,                 1.9228,                0.99482,                 1.0618,              0.0036178,              0.0036178,              0.0036178
                    969,                 1.0895,                 2.0342,                 1.0708,                 1.0814,                 0.5554,                 0.5825,                 0.5268,                0.36017,                0.55654,                0.57012,                0.51597,                0.31239,                 1.0478,                 1.9229,                0.99482,                 1.0618,              0.0036112,              0.0036112,              0.0036112
                    970,                 1.0944,                 2.0381,                 1.0717,                 1.0832,                0.55744,                0.58115,                0.52672,                0.36008,                0.55518,                0.57234,                0.51607,                0.31238,                 1.0478,                  1.923,                0.99482,                 1.0618,              0.0036046,              0.0036046,              0.0036046
                    971,                 1.0967,                 2.0458,                 1.0762,                 1.0826,                0.55683,                0.58065,                0.52641,                0.36006,                0.55548,                0.57185,                  0.516,                0.31236,                 1.0479,                 1.9233,                0.99484,                 1.0619,               0.003598,               0.003598,               0.003598
                    972,                 1.0959,                 2.0467,                 1.0748,                  1.082,                 0.5572,                0.58128,                0.52666,                0.36012,                0.55519,                0.57267,                0.51593,                0.31232,                  1.048,                 1.9232,                0.99493,                 1.0619,              0.0035914,              0.0035914,              0.0035914
                    973,                 1.0942,                 2.0392,                  1.076,                 1.0812,                0.55743,                0.58175,                0.52665,                0.36009,                0.55546,                0.57341,                  0.516,                0.31233,                 1.0479,                 1.9234,                0.99497,                  1.062,              0.0035848,              0.0035848,              0.0035848
                    974,                 1.0982,                 2.0489,                 1.0717,                 1.0816,                0.55676,                0.58343,                0.52666,                0.36017,                0.55559,                0.57341,                0.51607,                0.31243,                 1.0479,                 1.9232,                0.99493,                 1.0618,              0.0035782,              0.0035782,              0.0035782
                    975,                 1.0974,                 2.0472,                 1.0729,                 1.0812,                0.55764,                 0.5822,                0.52683,                0.36026,                 0.5556,                0.57369,                0.51617,                 0.3125,                 1.0478,                 1.9231,                0.99487,                 1.0618,              0.0035716,              0.0035716,              0.0035716
                    976,                 1.0965,                 2.0479,                 1.0762,                 1.0825,                0.55722,                0.58218,                0.52688,                0.36028,                0.55604,                0.57318,                0.51646,                0.31256,                  1.048,                 1.9231,                0.99488,                 1.0618,               0.003565,               0.003565,               0.003565
                    977,                 1.1013,                 2.0531,                  1.075,                 1.0826,                0.55769,                 0.5825,                0.52683,                0.36022,                0.55574,                0.57347,                0.51632,                0.31248,                 1.0479,                  1.923,                0.99468,                 1.0619,              0.0035584,              0.0035584,              0.0035584
                    978,                 1.0973,                 2.0485,                  1.074,                 1.0817,                0.55848,                0.58236,                0.52688,                0.36039,                 0.5563,                0.57331,                0.51605,                0.31247,                 1.0479,                  1.923,                0.99462,                 1.0619,              0.0035518,              0.0035518,              0.0035518
                    979,                 1.0965,                 2.0462,                 1.0751,                 1.0818,                0.55771,                0.58206,                0.52684,                0.36025,                0.55638,                0.57278,                0.51625,                0.31242,                 1.0479,                 1.9232,                0.99449,                 1.0619,              0.0035452,              0.0035452,              0.0035452
                    980,                  1.099,                 2.0485,                 1.0715,                 1.0814,                0.55651,                0.58313,                0.52665,                0.36022,                0.55526,                0.57329,                0.51604,                0.31235,                 1.0478,                 1.9232,                 0.9945,                 1.0618,              0.0035386,              0.0035386,              0.0035386
                    981,                 1.0959,                 2.0421,                 1.0727,                 1.0807,                0.55719,                0.58141,                0.52659,                0.36015,                0.55616,                  0.572,                0.51591,                0.31218,                 1.0479,                 1.9234,                0.99462,                 1.0618,               0.003532,               0.003532,               0.003532
                    982,                 1.0955,                 2.0391,                  1.073,                 1.0817,                 0.5582,                0.58009,                0.52664,                0.36012,                0.55603,                0.57199,                0.51592,                0.31215,                 1.0478,                 1.9235,                0.99461,                 1.0618,              0.0035254,              0.0035254,              0.0035254
                    983,                 1.0968,                 2.0403,                  1.072,                 1.0819,                0.55692,                0.58184,                0.52655,                0.36005,                0.55592,                0.57236,                0.51595,                0.31219,                 1.0478,                 1.9234,                0.99465,                 1.0618,              0.0035188,              0.0035188,              0.0035188
                    984,                  1.097,                 2.0443,                 1.0727,                  1.082,                0.55785,                0.58069,                0.52651,                0.36004,                0.55477,                0.57339,                0.51586,                0.31214,                 1.0478,                 1.9232,                0.99458,                 1.0618,              0.0035122,              0.0035122,              0.0035122
                    985,                 1.0955,                 2.0456,                 1.0723,                 1.0804,                0.55761,                0.58083,                0.52648,                0.36008,                0.55498,                0.57223,                0.51584,                0.31221,                 1.0478,                 1.9232,                0.99463,                 1.0618,              0.0035056,              0.0035056,              0.0035056
                    986,                  1.096,                 2.0467,                  1.073,                 1.0818,                0.55832,                0.58008,                0.52644,                0.36004,                0.55482,                0.57224,                 0.5157,                 0.3121,                 1.0478,                 1.9233,                0.99466,                 1.0617,               0.003499,               0.003499,               0.003499
                    987,                 1.0942,                 2.0377,                 1.0684,                   1.08,                0.55785,                0.58043,                0.52634,                0.35998,                 0.5562,                0.57222,                0.51594,                0.31221,                 1.0477,                 1.9237,                0.99456,                 1.0617,              0.0034924,              0.0034924,              0.0034924
                    988,                 1.0943,                 2.0419,                 1.0688,                 1.0794,                0.55743,                 0.5804,                0.52617,                0.35998,                0.55663,                0.57129,                0.51595,                0.31214,                 1.0475,                 1.9237,                0.99443,                 1.0617,              0.0034858,              0.0034858,              0.0034858
                    989,                  1.098,                 2.0505,                 1.0732,                 1.0804,                  0.558,                0.57956,                0.52624,                0.36005,                0.55639,                 0.5714,                0.51561,                0.31217,                 1.0475,                 1.9235,                0.99442,                 1.0617,              0.0034792,              0.0034792,              0.0034792
                    990,                 1.0949,                 2.0392,                 1.0714,                 1.0815,                0.55671,                0.58037,                0.52616,                0.36004,                0.55607,                0.57116,                0.51585,                0.31199,                 1.0477,                 1.9235,                0.99449,                 1.0617,              0.0034726,              0.0034726,              0.0034726
                    991,                 1.0992,                 2.0504,                  1.075,                 1.0818,                0.55677,                0.58064,                0.52628,                0.36011,                0.55621,                0.57114,                0.51579,                0.31205,                 1.0479,                 1.9235,                0.99435,                 1.0618,               0.003466,               0.003466,               0.003466
                    992,                 1.0966,                 2.0437,                 1.0742,                 1.0808,                 0.5575,                0.57998,                0.52611,                0.36012,                0.55616,                0.57106,                0.51573,                0.31198,                 1.0479,                 1.9236,                0.99443,                 1.0618,              0.0034594,              0.0034594,              0.0034594
                    993,                 1.0935,                 2.0416,                 1.0739,                 1.0817,                0.55649,                0.58064,                0.52611,                0.36008,                0.55624,                0.57092,                0.51568,                 0.3121,                  1.048,                 1.9236,                 0.9945,                 1.0618,              0.0034528,              0.0034528,              0.0034528
                    994,                  1.096,                 2.0395,                 1.0697,                 1.0801,                0.55525,                0.58187,                0.52626,                0.36026,                0.55516,                0.57163,                0.51589,                0.31221,                 1.0481,                 1.9235,                0.99445,                 1.0618,              0.0034462,              0.0034462,              0.0034462
                    995,                 1.0969,                 2.0426,                 1.0732,                 1.0833,                0.55668,                0.58049,                0.52627,                 0.3602,                0.55582,                0.57147,                  0.516,                0.31221,                 1.0482,                 1.9236,                0.99448,                 1.0618,              0.0034396,              0.0034396,              0.0034396
                    996,                 1.0942,                 2.0362,                 1.0722,                 1.0816,                0.55769,                0.57976,                0.52633,                0.36032,                0.55534,                0.57246,                0.51609,                0.31231,                 1.0482,                 1.9237,                0.99433,                 1.0618,               0.003433,               0.003433,               0.003433
                    997,                 1.1006,                 2.0504,                 1.0734,                  1.083,                0.55666,                 0.5813,                0.52629,                0.36024,                0.55609,                0.57159,                0.51573,                0.31236,                 1.0482,                 1.9233,                0.99427,                 1.0618,              0.0034264,              0.0034264,              0.0034264
                    998,                 1.0959,                 2.0414,                 1.0681,                 1.0793,                0.55716,                0.58074,                0.52627,                0.36022,                0.55429,                0.57363,                 0.5159,                 0.3124,                 1.0482,                 1.9234,                0.99427,                 1.0618,              0.0034198,              0.0034198,              0.0034198
                    999,                 1.0958,                 2.0466,                 1.0718,                 1.0805,                0.55715,                0.58092,                0.52615,                0.36019,                0.55631,                0.57199,                0.51586,                0.31225,                  1.048,                 1.9232,                0.99432,                 1.0617,              0.0034132,              0.0034132,              0.0034132
                   1000,                 1.0911,                 2.0361,                 1.0676,                 1.0797,                0.55671,                0.58047,                0.52615,                0.36017,                0.55519,                0.57258,                0.51569,                0.31221,                 1.0479,                 1.9233,                0.99428,                 1.0616,              0.0034066,              0.0034066,              0.0034066
                   1001,                 1.0948,                 2.0368,                 1.0701,                 1.0804,                0.55505,                0.58171,                0.52618,                0.36016,                0.55366,                0.57316,                0.51587,                0.31223,                 1.0479,                  1.923,                0.99449,                 1.0615,                 0.0034,                 0.0034,                 0.0034
                   1002,                 1.0967,                 2.0456,                 1.0755,                 1.0811,                0.55598,                0.58168,                0.52617,                 0.3601,                0.55402,                0.57332,                0.51582,                0.31217,                 1.0479,                 1.9228,                0.99434,                 1.0615,              0.0033934,              0.0033934,              0.0033934
                   1003,                 1.0958,                 2.0438,                 1.0754,                 1.0827,                0.55563,                0.58135,                0.52589,                0.36002,                0.55354,                0.57314,                0.51565,                0.31211,                 1.0479,                 1.9227,                0.99433,                 1.0616,              0.0033868,              0.0033868,              0.0033868
                   1004,                 1.0937,                 2.0425,                 1.0697,                 1.0809,                0.55572,                0.58182,                0.52592,                0.35998,                0.55373,                0.57315,                0.51537,                0.31209,                 1.0479,                 1.9228,                0.99416,                 1.0616,              0.0033802,              0.0033802,              0.0033802
